job,marital,education,default,housing,loan,contact,month,poutcome
technician,single,tertiary,no,yes,no,unknown,may,unknown
management,married,secondary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,yes,no,telephone,jul,unknown
services,single,secondary,no,yes,no,cellular,may,unknown
retired,married,secondary,no,yes,no,cellular,may,other
blue-collar,married,primary,no,yes,no,unknown,jun,unknown
technician,married,unknown,no,yes,no,cellular,jan,unknown
blue-collar,single,secondary,no,no,yes,telephone,jul,unknown
technician,married,secondary,no,yes,yes,unknown,jun,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
entrepreneur,married,secondary,no,yes,no,cellular,apr,failure
management,married,tertiary,no,yes,no,cellular,jan,failure
services,single,secondary,no,yes,no,unknown,may,unknown
management,single,secondary,no,yes,no,unknown,may,unknown
management,single,tertiary,yes,no,yes,cellular,jul,unknown
management,married,tertiary,no,yes,no,cellular,may,failure
technician,married,secondary,no,no,no,cellular,nov,unknown
services,single,secondary,no,yes,no,cellular,may,failure
unemployed,married,secondary,no,yes,no,unknown,jun,unknown
technician,single,tertiary,no,no,no,cellular,jan,failure
management,married,tertiary,no,yes,no,unknown,may,unknown
admin,single,secondary,no,yes,no,cellular,may,failure
technician,single,primary,no,yes,no,cellular,apr,unknown
technician,single,tertiary,no,no,yes,cellular,aug,failure
management,married,tertiary,no,no,no,cellular,aug,unknown
entrepreneur,married,secondary,no,no,no,unknown,jun,unknown
management,single,tertiary,no,yes,no,unknown,may,unknown
services,single,secondary,no,yes,no,cellular,may,failure
technician,single,secondary,no,no,yes,cellular,aug,unknown
admin,single,secondary,no,no,yes,unknown,sep,failure
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
self-employed,divorced,secondary,no,yes,no,cellular,nov,unknown
self-employed,married,tertiary,no,yes,no,unknown,jun,unknown
blue-collar,single,tertiary,no,yes,no,unknown,jun,unknown
retired,married,secondary,no,yes,yes,unknown,jun,unknown
blue-collar,single,primary,no,yes,no,unknown,jun,unknown
management,divorced,tertiary,no,no,yes,cellular,jul,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
admin,single,tertiary,no,yes,yes,unknown,jun,unknown
admin,married,secondary,no,yes,no,cellular,nov,unknown
services,single,primary,no,yes,no,cellular,may,unknown
admin,single,secondary,no,no,no,unknown,jun,unknown
technician,married,secondary,no,no,no,unknown,may,unknown
entrepreneur,married,secondary,no,no,no,unknown,jun,unknown
admin,married,secondary,no,no,no,cellular,nov,unknown
admin,single,secondary,no,yes,no,unknown,jun,unknown
management,married,tertiary,no,yes,no,unknown,aug,unknown
retired,married,tertiary,no,no,no,telephone,aug,unknown
blue-collar,married,secondary,no,yes,no,cellular,aug,unknown
retired,married,primary,no,no,no,cellular,aug,other
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,yes,no,cellular,may,failure
housemaid,married,primary,no,yes,no,cellular,jul,unknown
services,divorced,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,primary,no,yes,yes,unknown,may,unknown
services,married,secondary,no,yes,no,unknown,may,unknown
admin,married,secondary,no,no,yes,cellular,jul,unknown
entrepreneur,married,tertiary,no,yes,no,cellular,may,failure
management,married,tertiary,no,yes,yes,unknown,jun,unknown
admin,single,secondary,no,yes,no,cellular,feb,failure
admin,married,tertiary,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,no,no,unknown,may,unknown
technician,married,secondary,no,no,yes,cellular,jul,unknown
self-employed,married,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,primary,no,yes,no,telephone,jul,unknown
management,divorced,tertiary,no,yes,no,cellular,apr,success
retired,married,primary,no,no,no,cellular,aug,unknown
services,single,secondary,no,no,no,cellular,jul,unknown
technician,single,primary,no,yes,no,telephone,feb,other
management,divorced,tertiary,no,yes,no,cellular,nov,failure
services,married,primary,no,no,no,unknown,jun,unknown
retired,married,secondary,no,no,no,unknown,jun,unknown
blue-collar,married,primary,no,yes,yes,unknown,jun,unknown
management,single,secondary,no,no,no,cellular,jul,unknown
services,married,secondary,no,yes,no,cellular,nov,failure
management,married,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown
blue-collar,married,primary,no,yes,no,cellular,nov,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
management,divorced,tertiary,no,no,no,cellular,jul,unknown
technician,married,secondary,no,yes,no,cellular,feb,unknown
services,married,secondary,no,yes,yes,cellular,nov,failure
admin,married,tertiary,no,yes,no,unknown,may,unknown
unemployed,divorced,secondary,no,no,no,cellular,nov,success
self-employed,married,tertiary,no,yes,yes,cellular,may,failure
services,married,secondary,no,no,no,cellular,aug,unknown
blue-collar,divorced,secondary,no,yes,no,cellular,may,unknown
management,married,tertiary,no,no,no,cellular,jul,unknown
technician,married,secondary,no,yes,no,cellular,may,unknown
services,single,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,no,no,telephone,may,other
unemployed,single,primary,no,no,no,cellular,feb,unknown
management,married,tertiary,no,no,no,cellular,nov,unknown
management,married,tertiary,no,no,yes,unknown,jun,unknown
retired,divorced,secondary,no,no,no,cellular,jan,unknown
services,married,secondary,no,yes,no,cellular,apr,unknown
admin,married,secondary,no,yes,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,failure
blue-collar,married,unknown,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown
management,married,tertiary,no,yes,no,cellular,apr,unknown
technician,married,secondary,no,yes,no,telephone,nov,unknown
blue-collar,married,secondary,no,yes,no,cellular,sep,unknown
retired,married,primary,no,no,no,cellular,aug,success
admin,single,secondary,no,no,no,cellular,mar,unknown
admin,married,secondary,no,no,no,cellular,apr,unknown
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown
blue-collar,married,primary,no,no,no,cellular,feb,unknown
technician,married,secondary,no,yes,no,cellular,jul,other
blue-collar,divorced,primary,no,no,yes,cellular,jul,unknown
management,single,tertiary,no,yes,no,unknown,may,unknown
self-employed,married,secondary,no,yes,no,cellular,oct,failure
technician,divorced,secondary,no,yes,no,unknown,may,unknown
services,married,secondary,no,yes,yes,cellular,jul,unknown
self-employed,married,secondary,no,no,no,cellular,aug,unknown
unknown,married,unknown,no,no,no,cellular,aug,unknown
services,married,secondary,no,yes,yes,unknown,may,unknown
technician,married,tertiary,no,yes,no,cellular,aug,unknown
blue-collar,married,primary,no,no,no,cellular,aug,unknown
services,married,secondary,no,yes,no,cellular,nov,failure
blue-collar,married,primary,no,no,no,unknown,jun,unknown
management,single,secondary,no,no,no,cellular,aug,unknown
self-employed,married,primary,no,yes,no,cellular,nov,unknown
blue-collar,married,primary,no,yes,no,cellular,nov,other
technician,married,tertiary,no,no,no,cellular,apr,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
unemployed,married,secondary,no,yes,no,cellular,jul,unknown
retired,married,primary,no,no,no,cellular,jun,unknown
technician,married,secondary,no,yes,no,unknown,may,unknown
management,married,tertiary,no,yes,no,cellular,jul,unknown
unemployed,married,secondary,no,no,no,cellular,feb,unknown
management,married,tertiary,no,yes,no,cellular,apr,unknown
admin,married,tertiary,no,yes,no,cellular,jul,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
blue-collar,single,secondary,no,no,no,unknown,may,unknown
admin,single,secondary,no,no,no,cellular,jul,unknown
self-employed,married,tertiary,yes,no,yes,cellular,jul,unknown
blue-collar,married,secondary,no,no,no,unknown,may,unknown
technician,married,secondary,no,yes,no,cellular,feb,failure
management,single,secondary,no,yes,no,unknown,may,unknown
services,married,secondary,no,no,no,unknown,jun,unknown
admin,married,secondary,no,yes,yes,cellular,may,unknown
management,divorced,tertiary,no,no,no,cellular,jul,unknown
blue-collar,single,primary,no,yes,no,unknown,may,unknown
entrepreneur,married,primary,no,no,no,cellular,jul,unknown
blue-collar,single,secondary,no,no,no,cellular,apr,unknown
admin,single,secondary,no,yes,no,cellular,jul,unknown
blue-collar,single,secondary,no,yes,no,cellular,may,unknown
management,married,tertiary,no,no,yes,cellular,jul,unknown
blue-collar,married,primary,no,yes,no,cellular,jul,unknown
blue-collar,married,primary,no,no,yes,telephone,jul,unknown
technician,single,secondary,no,no,no,cellular,aug,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
entrepreneur,married,primary,no,no,yes,cellular,jul,unknown
management,married,tertiary,no,yes,no,unknown,jun,unknown
technician,divorced,secondary,no,yes,no,cellular,nov,failure
technician,married,secondary,no,no,no,cellular,aug,unknown
admin,single,secondary,no,no,no,cellular,nov,unknown
self-employed,single,secondary,no,no,no,unknown,oct,unknown
management,divorced,primary,no,no,yes,cellular,jul,unknown
technician,married,tertiary,no,yes,yes,cellular,aug,unknown
technician,married,secondary,no,yes,yes,cellular,jul,unknown
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown
management,married,tertiary,no,yes,no,cellular,aug,unknown
technician,single,secondary,no,no,no,unknown,may,unknown
blue-collar,married,secondary,no,yes,no,cellular,jul,unknown
admin,married,tertiary,no,no,no,unknown,jun,unknown
blue-collar,married,secondary,no,yes,no,cellular,apr,other
admin,married,secondary,no,yes,no,cellular,nov,unknown
admin,single,secondary,no,no,no,cellular,feb,failure
blue-collar,married,primary,no,yes,no,telephone,may,failure
blue-collar,married,secondary,no,no,no,cellular,nov,unknown
housemaid,married,secondary,no,no,no,cellular,aug,unknown
blue-collar,married,secondary,no,yes,yes,unknown,may,unknown
management,married,tertiary,no,yes,no,telephone,nov,unknown
blue-collar,married,secondary,no,yes,yes,unknown,jun,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
technician,single,secondary,no,no,no,cellular,nov,unknown
management,divorced,primary,no,yes,no,cellular,nov,unknown
blue-collar,married,primary,no,yes,no,unknown,may,unknown
management,single,tertiary,no,yes,no,cellular,aug,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
admin,married,secondary,no,no,yes,unknown,may,unknown
technician,divorced,secondary,no,yes,no,unknown,may,unknown
management,married,primary,no,yes,yes,telephone,jul,unknown
management,single,tertiary,no,no,no,cellular,aug,unknown
blue-collar,single,secondary,no,no,no,cellular,oct,other
management,married,secondary,no,yes,no,cellular,may,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,no,no,cellular,aug,unknown
admin,single,secondary,no,yes,yes,cellular,apr,unknown
technician,single,secondary,no,yes,yes,cellular,may,unknown
blue-collar,married,secondary,no,yes,no,cellular,may,unknown
technician,single,secondary,no,yes,yes,cellular,jan,failure
blue-collar,divorced,secondary,no,yes,no,unknown,may,unknown
blue-collar,single,secondary,no,yes,no,unknown,may,unknown
services,single,secondary,no,yes,no,telephone,may,unknown
technician,single,secondary,no,yes,no,unknown,jun,unknown
retired,divorced,primary,yes,no,yes,cellular,jul,unknown
blue-collar,single,unknown,no,yes,no,unknown,may,unknown
blue-collar,married,secondary,no,no,no,cellular,feb,unknown
management,divorced,tertiary,no,yes,no,cellular,jul,unknown
student,single,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,secondary,no,yes,no,unknown,may,unknown
management,single,tertiary,no,yes,no,cellular,nov,unknown
management,single,secondary,no,no,no,cellular,aug,unknown
blue-collar,married,secondary,no,yes,no,cellular,may,failure
blue-collar,married,secondary,no,no,yes,cellular,jul,unknown
admin,single,secondary,no,yes,yes,unknown,may,unknown
blue-collar,married,secondary,no,yes,no,unknown,jun,unknown
blue-collar,married,primary,no,yes,yes,unknown,jun,unknown
services,single,secondary,no,yes,no,unknown,may,unknown
blue-collar,married,primary,no,yes,no,telephone,may,unknown
technician,single,secondary,no,yes,no,cellular,jul,unknown
technician,married,tertiary,no,yes,no,cellular,feb,unknown
retired,married,primary,no,no,no,telephone,feb,unknown
retired,married,secondary,no,yes,yes,cellular,aug,unknown
management,married,tertiary,no,yes,no,cellular,nov,other
blue-collar,single,tertiary,no,no,no,cellular,aug,unknown
technician,married,secondary,no,yes,no,cellular,jan,unknown
technician,single,secondary,no,no,no,cellular,jan,unknown
services,divorced,secondary,no,yes,no,cellular,may,unknown
technician,married,secondary,no,yes,yes,cellular,jul,unknown
blue-collar,married,secondary,no,yes,no,cellular,feb,unknown
admin,married,primary,no,no,no,cellular,nov,unknown
admin,single,secondary,no,yes,no,unknown,may,unknown
services,married,secondary,no,yes,no,cellular,may,unknown
blue-collar,married,primary,yes,yes,yes,unknown,may,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
blue-collar,single,secondary,no,yes,no,cellular,jan,failure
management,married,tertiary,no,no,no,cellular,oct,unknown
blue-collar,divorced,primary,no,yes,no,cellular,nov,unknown
admin,married,secondary,no,yes,no,cellular,apr,failure
technician,married,secondary,no,no,no,cellular,jul,unknown
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown
blue-collar,single,primary,no,yes,no,unknown,may,unknown
admin,single,secondary,no,yes,no,unknown,may,unknown
technician,single,secondary,no,yes,no,cellular,may,failure
admin,married,secondary,no,yes,no,cellular,jul,unknown
services,married,secondary,no,yes,no,unknown,may,unknown
student,single,unknown,no,no,no,cellular,aug,unknown
services,married,secondary,no,yes,no,cellular,may,failure
admin,single,tertiary,no,yes,no,cellular,may,failure
technician,divorced,tertiary,no,yes,no,unknown,may,unknown
blue-collar,married,primary,no,no,no,cellular,oct,unknown
services,married,secondary,no,yes,no,cellular,jul,unknown
technician,married,secondary,no,yes,yes,unknown,may,unknown
management,married,tertiary,no,no,no,telephone,nov,unknown
management,married,tertiary,no,no,no,cellular,aug,unknown
blue-collar,married,secondary,no,no,no,telephone,apr,unknown
blue-collar,married,secondary,no,yes,yes,cellular,jul,unknown
services,married,secondary,no,yes,no,unknown,may,unknown
services,married,secondary,no,yes,no,unknown,jun,unknown
retired,married,secondary,no,yes,yes,unknown,may,unknown
admin,married,secondary,no,no,yes,unknown,jul,unknown
blue-collar,single,primary,no,yes,no,unknown,may,unknown
blue-collar,single,secondary,no,no,yes,cellular,jul,unknown
management,divorced,tertiary,no,yes,no,cellular,may,other
admin,single,secondary,no,yes,no,telephone,may,failure
blue-collar,single,secondary,no,yes,no,cellular,may,other
technician,married,secondary,no,no,no,unknown,may,unknown
student,single,unknown,no,no,no,cellular,nov,failure
