"['self', 'employed', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'feb', 'other']"
"['services', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['student', 'single', 'unknown', 'no', 'no', 'no', 'cellular', 'aug', 'success']"
"['admin', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'jul', 'unknown']"
"['blue', 'collar', 'single', 'primary', 'no', 'yes', 'no', 'telephone', 'may', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['blue', 'collar', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'divorced', 'secondary', 'no', 'no', 'yes', 'cellular', 'nov', 'unknown']"
"['unemployed', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'aug', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jan', 'other']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'other']"
"['services', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'no', 'unknown', 'nov', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'telephone', 'aug', 'unknown']"
"['self', 'employed', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['services', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'other']"
"['services', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['self', 'employed', 'married', 'tertiary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'single', 'tertiary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'may', 'success']"
"['admin', 'single', 'unknown', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'no', 'no', 'telephone', 'feb', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['management', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['self', 'employed', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'success']"
"['retired', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'divorced', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'other']"
"['admin', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['unemployed', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'jun', 'failure']"
"['technician', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['unemployed', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'jun', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'jul', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'other']"
"['retired', 'married', 'primary', 'no', 'no', 'no', 'telephone', 'mar', 'success']"
"['retired', 'divorced', 'tertiary', 'no', 'no', 'no', 'cellular', 'may', 'unknown']"
"['technician', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['management', 'single', 'tertiary', 'yes', 'yes', 'no', 'cellular', 'jul', 'failure']"
"['housemaid', 'single', 'primary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'feb', 'other']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'aug', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'may', 'failure']"
"['management', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['self', 'employed', 'married', 'tertiary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'oct', 'success']"
"['technician', 'married', 'tertiary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['self', 'employed', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'no', 'unknown', 'may', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'jan', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'jan', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'failure']"
"['admin', 'married', 'secondary', 'no', 'yes', 'yes', 'unknown', 'jun', 'unknown']"
"['housemaid', 'married', 'tertiary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'married', 'unknown', 'no', 'yes', 'no', 'telephone', 'may', 'unknown']"
"['student', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'no', 'yes', 'unknown', 'jun', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'yes', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['management', 'divorced', 'tertiary', 'no', 'yes', 'no', 'cellular', 'may', 'other']"
"['technician', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'yes', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['technician', 'single', 'primary', 'no', 'yes', 'no', 'telephone', 'feb', 'other']"
"['retired', 'divorced', 'primary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['retired', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'mar', 'success']"
"['retired', 'married', 'tertiary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'mar', 'success']"
"['entrepreneur', 'divorced', 'secondary', 'no', 'yes', 'yes', 'cellular', 'nov', 'unknown']"
"['retired', 'divorced', 'primary', 'no', 'no', 'no', 'telephone', 'oct', 'unknown']"
"['services', 'married', 'primary', 'no', 'yes', 'no', 'telephone', 'apr', 'failure']"
"['management', 'single', 'tertiary', 'no', 'no', 'yes', 'cellular', 'jan', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['retired', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'feb', 'success']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['technician', 'divorced', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'may', 'failure']"
"['technician', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'feb', 'failure']"
"['admin', 'single', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['housemaid', 'divorced', 'secondary', 'no', 'no', 'yes', 'cellular', 'oct', 'unknown']"
"['entrepreneur', 'married', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'jul', 'unknown']"
"['housemaid', 'married', 'unknown', 'no', 'yes', 'no', 'cellular', 'may', 'success']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['unemployed', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'other']"
"['housemaid', 'married', 'primary', 'no', 'no', 'yes', 'cellular', 'aug', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'yes', 'no', 'telephone', 'may', 'failure']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['unemployed', 'divorced', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['services', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['student', 'single', 'unknown', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'telephone', 'may', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'yes', 'telephone', 'nov', 'unknown']"
"['technician', 'single', 'unknown', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'nov', 'success']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['technician', 'married', 'unknown', 'no', 'yes', 'yes', 'telephone', 'nov', 'unknown']"
"['housemaid', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'nov', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'other']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'telephone', 'nov', 'unknown']"
"['management', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'failure']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'apr', 'failure']"
"['blue', 'collar', 'single', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'oct', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['services', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'telephone', 'feb', 'unknown']"
"['admin', 'married', 'secondary', 'yes', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['self', 'employed', 'single', 'tertiary', 'no', 'no', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'divorced', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['blue', 'collar', 'divorced', 'primary', 'no', 'no', 'yes', 'cellular', 'jul', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'success']"
"['blue', 'collar', 'single', 'primary', 'no', 'yes', 'yes', 'unknown', 'may', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['entrepreneur', 'single', 'tertiary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'no', 'yes', 'cellular', 'aug', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'oct', 'other']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'success']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'jun', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'may', 'unknown']"
"['student', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['housemaid', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['admin', 'married', 'tertiary', 'no', 'yes', 'no', 'unknown', 'nov', 'failure']"
"['entrepreneur', 'married', 'secondary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'telephone', 'may', 'other']"
"['blue', 'collar', 'married', 'unknown', 'no', 'yes', 'no', 'telephone', 'jul', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['housemaid', 'married', 'primary', 'no', 'no', 'no', 'telephone', 'aug', 'unknown']"
"['technician', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'success']"
"['management', 'married', 'tertiary', 'no', 'no', 'yes', 'cellular', 'jul', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'telephone', 'may', 'unknown']"
"['blue', 'collar', 'single', 'primary', 'no', 'yes', 'no', 'cellular', 'nov', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'other']"
"['housemaid', 'married', 'primary', 'no', 'yes', 'no', 'telephone', 'jul', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'success']"
"['blue', 'collar', 'married', 'primary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'sep', 'success']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'dec', 'other']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'jun', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'jul', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['self', 'employed', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'oct', 'success']"
"['services', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'no', 'no', 'telephone', 'feb', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'yes', 'unknown', 'feb', 'failure']"
"['services', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['admin', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['admin', 'single', 'secondary', 'no', 'yes', 'yes', 'cellular', 'may', 'failure']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'unknown']"
"['self', 'employed', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'jul', 'other']"
"['services', 'single', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['services', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'feb', 'unknown']"
"['admin', 'single', 'tertiary', 'no', 'yes', 'yes', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'jul', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'jun', 'other']"
"['entrepreneur', 'married', 'tertiary', 'yes', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['technician', 'married', 'tertiary', 'no', 'yes', 'no', 'cellular', 'apr', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'may', 'unknown']"
"['admin', 'divorced', 'secondary', 'no', 'yes', 'no', 'cellular', 'may', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'unknown', 'may', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'oct', 'other']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['technician', 'single', 'secondary', 'no', 'no', 'no', 'cellular', 'jan', 'unknown']"
"['unknown', 'married', 'unknown', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['management', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'cellular', 'jun', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'yes', 'yes', 'cellular', 'aug', 'unknown']"
"['unemployed', 'single', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'success']"
"['technician', 'married', 'secondary', 'no', 'yes', 'yes', 'cellular', 'may', 'unknown']"
"['retired', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'jul', 'success']"
"['housemaid', 'divorced', 'primary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['management', 'married', 'tertiary', 'no', 'no', 'no', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'married', 'primary', 'no', 'yes', 'no', 'cellular', 'aug', 'unknown']"
"['technician', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
"['self', 'employed', 'married', 'secondary', 'no', 'yes', 'no', 'unknown', 'jun', 'unknown']"
"['blue', 'collar', 'married', 'secondary', 'no', 'no', 'no', 'cellular', 'apr', 'success']"
"['management', 'divorced', 'tertiary', 'no', 'no', 'no', 'cellular', 'aug', 'unknown']"
